"County","FIPS","Year","Race/Ethnicity","Age","Poverty Status","Measure Type","Variable","Value"
"Litchfield County","09005","2013-2017","Two or More Races","Total","Below Poverty Level","Number","Poverty Status",410
"Litchfield County","09005","2013-2017","Two or More Races","Total","Below Poverty Level","Number","Margins of Error",166
"Litchfield County","09005","2013-2017","Two or More Races","Total","Below Poverty Level","Percent","Poverty Status",14.55
"Litchfield County","09005","2013-2017","Two or More Races","Total","Below Poverty Level","Percent","Margins of Error",5.37
"Litchfield County","09005","2013-2017","Two or More Races","Total","Poverty Status Determined","Number","Poverty Status",2818
"Litchfield County","09005","2013-2017","Two or More Races","Total","Poverty Status Determined","Number","Margins of Error",470
"Litchfield County","09005","2013-2017","Two or More Races","Under 18","Below Poverty Level","Number","Poverty Status",193
"Litchfield County","09005","2013-2017","Two or More Races","Under 18","Below Poverty Level","Number","Margins of Error",118.98
"Litchfield County","09005","2013-2017","Two or More Races","Under 18","Below Poverty Level","Percent","Poverty Status",17.69
"Litchfield County","09005","2013-2017","Two or More Races","Under 18","Below Poverty Level","Percent","Margins of Error",10.02
"Litchfield County","09005","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Number","Poverty Status",1091
"Litchfield County","09005","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Number","Margins of Error",265.15
"Litchfield County","09005","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Percent","Poverty Status",38.72
"Litchfield County","09005","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Percent","Margins of Error",6.84
"Litchfield County","09005","2013-2017","White Alone","Total","Below Poverty Level","Number","Poverty Status",10624
"Litchfield County","09005","2013-2017","White Alone","Total","Below Poverty Level","Number","Margins of Error",998
"Litchfield County","09005","2013-2017","White Alone","Total","Below Poverty Level","Percent","Poverty Status",6.26
"Litchfield County","09005","2013-2017","White Alone","Total","Below Poverty Level","Percent","Margins of Error",0.59
"Litchfield County","09005","2013-2017","White Alone","Total","Poverty Status Determined","Number","Poverty Status",169820
"Litchfield County","09005","2013-2017","White Alone","Total","Poverty Status Determined","Number","Margins of Error",636
"Litchfield County","09005","2013-2017","White Alone","Under 18","Below Poverty Level","Number","Poverty Status",1882
"Litchfield County","09005","2013-2017","White Alone","Under 18","Below Poverty Level","Number","Margins of Error",297.83
"Litchfield County","09005","2013-2017","White Alone","Under 18","Below Poverty Level","Percent","Poverty Status",6.1
"Litchfield County","09005","2013-2017","White Alone","Under 18","Below Poverty Level","Percent","Margins of Error",0.95
"Litchfield County","09005","2013-2017","White Alone","Under 18","Poverty Status Determined","Number","Poverty Status",30857
"Litchfield County","09005","2013-2017","White Alone","Under 18","Poverty Status Determined","Number","Margins of Error",854.11
"Litchfield County","09005","2013-2017","White Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",18.17
"Litchfield County","09005","2013-2017","White Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",0.5
"Litchfield County","09005","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",9693
"Litchfield County","09005","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",910
"Litchfield County","09005","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",5.93
"Litchfield County","09005","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",0.56
"Litchfield County","09005","2013-2017","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",163342
"Litchfield County","09005","2013-2017","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",302
"Litchfield County","09005","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",1564
"Litchfield County","09005","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",280.03
"Litchfield County","09005","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",5.44
"Litchfield County","09005","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",0.96
"Litchfield County","09005","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",28742
"Litchfield County","09005","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",805.65
"Litchfield County","09005","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",17.6
"Litchfield County","09005","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",0.49
"Middlesex County","09007","2013-2017","All","Total","Below Poverty Level","Number","Poverty Status",11433
"Middlesex County","09007","2013-2017","All","Total","Below Poverty Level","Number","Margins of Error",1099
"Middlesex County","09007","2013-2017","All","Total","Below Poverty Level","Percent","Poverty Status",7.2
"Middlesex County","09007","2013-2017","All","Total","Below Poverty Level","Percent","Margins of Error",0.69
"Middlesex County","09007","2013-2017","All","Total","Poverty Status Determined","Number","Poverty Status",158851
"Middlesex County","09007","2013-2017","All","Total","Poverty Status Determined","Number","Margins of Error",424
"Middlesex County","09007","2013-2017","All","Under 18","Below Poverty Level","Number","Poverty Status",2491
"Middlesex County","09007","2013-2017","All","Under 18","Below Poverty Level","Number","Margins of Error",407.03
"Middlesex County","09007","2013-2017","All","Under 18","Below Poverty Level","Percent","Poverty Status",8.15
"Middlesex County","09007","2013-2017","All","Under 18","Below Poverty Level","Percent","Margins of Error",1.31
"Middlesex County","09007","2013-2017","All","Under 18","Poverty Status Determined","Number","Poverty Status",30556
"Middlesex County","09007","2013-2017","All","Under 18","Poverty Status Determined","Number","Margins of Error",908.31
"Middlesex County","09007","2013-2017","All","Under 18","Poverty Status Determined","Percent","Poverty Status",19.24
"Middlesex County","09007","2013-2017","All","Under 18","Poverty Status Determined","Percent","Margins of Error",0.57
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Poverty Status",79
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Margins of Error",110
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Poverty Status",29.92
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Margins of Error",38.09
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Poverty Status",264
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Margins of Error",149
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Poverty Status",35
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Margins of Error",96.52
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Poverty Status",100
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Margins of Error",478.43
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Poverty Status",35
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Margins of Error",136.84
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",13.26
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",51.29
"Middlesex County","09007","2013-2017","Asian Alone","Total","Below Poverty Level","Number","Poverty Status",294
"Middlesex County","09007","2013-2017","Asian Alone","Total","Below Poverty Level","Number","Margins of Error",180
"Middlesex County","09007","2013-2017","Asian Alone","Total","Below Poverty Level","Percent","Poverty Status",7.1
"Middlesex County","09007","2013-2017","Asian Alone","Total","Below Poverty Level","Percent","Margins of Error",4.33
"Middlesex County","09007","2013-2017","Asian Alone","Total","Poverty Status Determined","Number","Poverty Status",4139
"Middlesex County","09007","2013-2017","Asian Alone","Total","Poverty Status Determined","Number","Margins of Error",241
"Middlesex County","09007","2013-2017","Asian Alone","Under 18","Below Poverty Level","Number","Poverty Status",31
"Middlesex County","09007","2013-2017","Asian Alone","Under 18","Below Poverty Level","Number","Margins of Error",88.83
"Middlesex County","09007","2013-2017","Asian Alone","Under 18","Below Poverty Level","Percent","Poverty Status",3.63
"Middlesex County","09007","2013-2017","Asian Alone","Under 18","Below Poverty Level","Percent","Margins of Error",10.36
"Middlesex County","09007","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Number","Poverty Status",855
"Middlesex County","09007","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Number","Margins of Error",169.34
"Middlesex County","09007","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",20.66
"Middlesex County","09007","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",3.91
"Middlesex County","09007","2013-2017","Black or African American Alone","Total","Below Poverty Level","Number","Poverty Status",1412
"Middlesex County","09007","2013-2017","Black or African American Alone","Total","Below Poverty Level","Number","Margins of Error",349
"Middlesex County","09007","2013-2017","Black or African American Alone","Total","Below Poverty Level","Percent","Poverty Status",17.76
"Middlesex County","09007","2013-2017","Black or African American Alone","Total","Below Poverty Level","Percent","Margins of Error",4.3
"Middlesex County","09007","2013-2017","Black or African American Alone","Total","Poverty Status Determined","Number","Poverty Status",7949
"Middlesex County","09007","2013-2017","Black or African American Alone","Total","Poverty Status Determined","Number","Margins of Error",399
"Middlesex County","09007","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Number","Poverty Status",509
"Middlesex County","09007","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Number","Margins of Error",194.13
"Middlesex County","09007","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Percent","Poverty Status",26.86
"Middlesex County","09007","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Percent","Margins of Error",9.06
"Middlesex County","09007","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Number","Poverty Status",1895
"Middlesex County","09007","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Number","Margins of Error",337.5
"Middlesex County","09007","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",23.84
"Middlesex County","09007","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",4.07
"Middlesex County","09007","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",1614
"Middlesex County","09007","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",512
"Middlesex County","09007","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",17.35
"Middlesex County","09007","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",5.5
"Middlesex County","09007","2013-2017","Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",9302
"Middlesex County","09007","2013-2017","Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",99
"Middlesex County","09007","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",682
"Middlesex County","09007","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",201.23
"Middlesex County","09007","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",23.04
"Middlesex County","09007","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",6.27
"Middlesex County","09007","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",2960
"Middlesex County","09007","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",338.51
"Middlesex County","09007","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",31.82
"Middlesex County","09007","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",3.62
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Poverty Status",0
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Margins of Error",28
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Poverty Status",-9999
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Margins of Error",-9999
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Poverty Status",0
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Margins of Error",28
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Poverty Status",0
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Margins of Error",96.99
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Poverty Status",-9999
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Margins of Error",-9999
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Poverty Status",0
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Margins of Error",137.17
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Poverty Status",-9999
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Margins of Error",-9999
"Middlesex County","09007","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Number","Poverty Status",167
"Middlesex County","09007","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Number","Margins of Error",95
"Middlesex County","09007","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Percent","Poverty Status",11.57
"Middlesex County","09007","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Percent","Margins of Error",5.52
"Middlesex County","09007","2013-2017","Some Other Race Alone","Total","Poverty Status Determined","Number","Poverty Status",1444
"Middlesex County","09007","2013-2017","Some Other Race Alone","Total","Poverty Status Determined","Number","Margins of Error",446
"Middlesex County","09007","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Number","Poverty Status",0
"Middlesex County","09007","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Number","Margins of Error",96.99
"Middlesex County","09007","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Poverty Status",0
"Middlesex County","09007","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Margins of Error",22.35
"Middlesex County","09007","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Poverty Status",434
"Middlesex County","09007","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Margins of Error",205.24
"Middlesex County","09007","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",30.06
"Middlesex County","09007","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",10.76
"Middlesex County","09007","2013-2017","Two or More Races","Total","Below Poverty Level","Number","Poverty Status",310
"Middlesex County","09007","2013-2017","Two or More Races","Total","Below Poverty Level","Number","Margins of Error",161
"Middlesex County","09007","2013-2017","Two or More Races","Total","Below Poverty Level","Percent","Poverty Status",9.99
"Middlesex County","09007","2013-2017","Two or More Races","Total","Below Poverty Level","Percent","Margins of Error",5.04
"Middlesex County","09007","2013-2017","Two or More Races","Total","Poverty Status Determined","Number","Poverty Status",3104
"Middlesex County","09007","2013-2017","Two or More Races","Total","Poverty Status Determined","Number","Margins of Error",382
"Middlesex County","09007","2013-2017","Two or More Races","Under 18","Below Poverty Level","Number","Poverty Status",112
"Middlesex County","09007","2013-2017","Two or More Races","Under 18","Below Poverty Level","Number","Margins of Error",115.81
"Middlesex County","09007","2013-2017","Two or More Races","Under 18","Below Poverty Level","Percent","Poverty Status",7.4
"Middlesex County","09007","2013-2017","Two or More Races","Under 18","Below Poverty Level","Percent","Margins of Error",7.53
"Middlesex County","09007","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Number","Poverty Status",1514
"Middlesex County","09007","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Number","Margins of Error",278.2
"Middlesex County","09007","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Percent","Poverty Status",48.78
"Middlesex County","09007","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Percent","Margins of Error",6.66
"Middlesex County","09007","2013-2017","White Alone","Total","Below Poverty Level","Number","Poverty Status",9171
"Middlesex County","09007","2013-2017","White Alone","Total","Below Poverty Level","Number","Margins of Error",1038
"Middlesex County","09007","2013-2017","White Alone","Total","Below Poverty Level","Percent","Poverty Status",6.46
"Middlesex County","09007","2013-2017","White Alone","Total","Below Poverty Level","Percent","Margins of Error",0.73
"Middlesex County","09007","2013-2017","White Alone","Total","Poverty Status Determined","Number","Poverty Status",141951
"Middlesex County","09007","2013-2017","White Alone","Total","Poverty Status Determined","Number","Margins of Error",649
"Middlesex County","09007","2013-2017","White Alone","Under 18","Below Poverty Level","Number","Poverty Status",1804
"Middlesex County","09007","2013-2017","White Alone","Under 18","Below Poverty Level","Number","Margins of Error",364.34
"Middlesex County","09007","2013-2017","White Alone","Under 18","Below Poverty Level","Percent","Poverty Status",6.99
"Middlesex County","09007","2013-2017","White Alone","Under 18","Below Poverty Level","Percent","Margins of Error",1.39
"Middlesex County","09007","2013-2017","White Alone","Under 18","Poverty Status Determined","Number","Poverty Status",25823
"Middlesex County","09007","2013-2017","White Alone","Under 18","Poverty Status Determined","Number","Margins of Error",831.06
"Middlesex County","09007","2013-2017","White Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",18.19
"Middlesex County","09007","2013-2017","White Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",0.58
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",7970
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",799
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",5.92
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",0.59
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",134740
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",456
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",1308
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",295.94
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",5.55
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",1.24
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",23583
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",749.86
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",17.5
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",0.55
"New Haven County","09009","2013-2017","All","Total","Below Poverty Level","Number","Poverty Status",100732
"New Haven County","09009","2013-2017","All","Total","Below Poverty Level","Number","Margins of Error",3720
"New Haven County","09009","2013-2017","All","Total","Below Poverty Level","Percent","Poverty Status",12.05
"New Haven County","09009","2013-2017","All","Total","Below Poverty Level","Percent","Margins of Error",0.44
"New Haven County","09009","2013-2017","All","Total","Poverty Status Determined","Number","Poverty Status",835945
"New Haven County","09009","2013-2017","All","Total","Poverty Status Determined","Number","Margins of Error",772
"New Haven County","09009","2013-2017","All","Under 18","Below Poverty Level","Number","Poverty Status",30291
"New Haven County","09009","2013-2017","All","Under 18","Below Poverty Level","Number","Margins of Error",1374.9
"New Haven County","09009","2013-2017","All","Under 18","Below Poverty Level","Percent","Poverty Status",17.07
"New Haven County","09009","2013-2017","All","Under 18","Below Poverty Level","Percent","Margins of Error",0.73
"New Haven County","09009","2013-2017","All","Under 18","Poverty Status Determined","Number","Poverty Status",177423
"New Haven County","09009","2013-2017","All","Under 18","Poverty Status Determined","Number","Margins of Error",2609.49
"New Haven County","09009","2013-2017","All","Under 18","Poverty Status Determined","Percent","Poverty Status",21.22
"New Haven County","09009","2013-2017","All","Under 18","Poverty Status Determined","Percent","Margins of Error",0.31
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Poverty Status",205
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Margins of Error",100
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Poverty Status",19.32
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Margins of Error",7.84
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Poverty Status",1061
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Margins of Error",287
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Poverty Status",35
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Margins of Error",84.43
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Poverty Status",20.83
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Margins of Error",53.33
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Poverty Status",168
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Margins of Error",143.9
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",15.83
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",12.87
"New Haven County","09009","2013-2017","Asian Alone","Total","Below Poverty Level","Number","Poverty Status",3251
"New Haven County","09009","2013-2017","Asian Alone","Total","Below Poverty Level","Number","Margins of Error",522
"New Haven County","09009","2013-2017","Asian Alone","Total","Below Poverty Level","Percent","Poverty Status",9.96
"New Haven County","09009","2013-2017","Asian Alone","Total","Below Poverty Level","Percent","Margins of Error",1.58
"New Haven County","09009","2013-2017","Asian Alone","Total","Poverty Status Determined","Number","Poverty Status",32625
"New Haven County","09009","2013-2017","Asian Alone","Total","Poverty Status Determined","Number","Margins of Error",759
"New Haven County","09009","2013-2017","Asian Alone","Under 18","Below Poverty Level","Number","Poverty Status",453
"New Haven County","09009","2013-2017","Asian Alone","Under 18","Below Poverty Level","Number","Margins of Error",134.04
"New Haven County","09009","2013-2017","Asian Alone","Under 18","Below Poverty Level","Percent","Poverty Status",6.48
"New Haven County","09009","2013-2017","Asian Alone","Under 18","Below Poverty Level","Percent","Margins of Error",1.87
"New Haven County","09009","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Number","Poverty Status",6987
"New Haven County","09009","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Number","Margins of Error",450.48
"New Haven County","09009","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",21.42
"New Haven County","09009","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",1.29
"New Haven County","09009","2013-2017","Black or African American Alone","Total","Below Poverty Level","Number","Poverty Status",23182
"New Haven County","09009","2013-2017","Black or African American Alone","Total","Below Poverty Level","Number","Margins of Error",1640
"New Haven County","09009","2013-2017","Black or African American Alone","Total","Below Poverty Level","Percent","Poverty Status",21.4
"New Haven County","09009","2013-2017","Black or African American Alone","Total","Below Poverty Level","Percent","Margins of Error",1.49
"New Haven County","09009","2013-2017","Black or African American Alone","Total","Poverty Status Determined","Number","Poverty Status",108348
"New Haven County","09009","2013-2017","Black or African American Alone","Total","Poverty Status Determined","Number","Margins of Error",1447
"New Haven County","09009","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Number","Poverty Status",8441
"New Haven County","09009","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Number","Margins of Error",744.4
"New Haven County","09009","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Percent","Poverty Status",29.43
"New Haven County","09009","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Percent","Margins of Error",2.27
"New Haven County","09009","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Number","Poverty Status",28685
"New Haven County","09009","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Number","Margins of Error",1222.39
"New Haven County","09009","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",26.47
"New Haven County","09009","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",1.07
"New Haven County","09009","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",34536
"New Haven County","09009","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",2537
"New Haven County","09009","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",23.84
"New Haven County","09009","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",1.75
"New Haven County","09009","2013-2017","Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",144889
"New Haven County","09009","2013-2017","Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",379
"New Haven County","09009","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",14525
"New Haven County","09009","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",969.91
"New Haven County","09009","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",30.25
"New Haven County","09009","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",1.76
"New Haven County","09009","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",48020
"New Haven County","09009","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",1559.73
"New Haven County","09009","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",33.14
"New Haven County","09009","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",1.07
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Poverty Status",32
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Margins of Error",35
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Poverty Status",19.05
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Margins of Error",23.1
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Poverty Status",168
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Margins of Error",88
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Poverty Status",0
